run_accession	experiment_title	experiment_accession	center_name	tax_id	library_strategy
ERR7978035	Illumina NovaSeq 6000 paired end sequencing	ERX7544182	SC	6183	WGS
ERR6798106	Illumina MiSeq paired end sequencing	ERX6421781	SC	6183	WGS
ERR7978036	Illumina NovaSeq 6000 paired end sequencing	ERX7544183	SC	6183	WGS
ERR6798108	Illumina MiSeq paired end sequencing	ERX6421783	SC	6183	WGS
ERR7978037	Illumina NovaSeq 6000 paired end sequencing	ERX7544184	SC	6183	WGS
ERR7978041	Illumina NovaSeq 6000 paired end sequencing	ERX7544188	SC	6183	WGS
ERR6798109	Illumina MiSeq paired end sequencing	ERX6421784	SC	6183	WGS
ERR7978043	Illumina NovaSeq 6000 paired end sequencing	ERX7544190	SC	6183	WGS
ERR6798111	Illumina MiSeq paired end sequencing	ERX6421786	SC	6183	WGS
ERR7978046	Illumina NovaSeq 6000 paired end sequencing	ERX7544193	SC	6183	WGS
ERR7978047	Illumina NovaSeq 6000 paired end sequencing	ERX7544194	SC	6183	WGS
ERR7978048	Illumina NovaSeq 6000 paired end sequencing	ERX7544195	SC	6183	WGS
ERR7978049	Illumina NovaSeq 6000 paired end sequencing	ERX7544196	SC	6183	WGS
ERR7978051	Illumina NovaSeq 6000 paired end sequencing	ERX7544198	SC	6183	WGS
ERR7978054	Illumina NovaSeq 6000 paired end sequencing	ERX7544201	SC	6183	WGS
ERR7978055	Illumina NovaSeq 6000 paired end sequencing	ERX7544202	SC	6183	WGS
ERR7978056	Illumina NovaSeq 6000 paired end sequencing	ERX7544203	SC	6183	WGS
ERR7978062	Illumina NovaSeq 6000 paired end sequencing	ERX7544209	SC	6183	WGS
ERR7978063	Illumina NovaSeq 6000 paired end sequencing	ERX7544210	SC	6183	WGS
ERR7978064	Illumina NovaSeq 6000 paired end sequencing	ERX7544211	SC	6183	WGS
ERR7978065	Illumina NovaSeq 6000 paired end sequencing	ERX7544212	SC	6183	WGS
ERR7978066	Illumina NovaSeq 6000 paired end sequencing	ERX7544213	SC	6183	WGS
ERR7978067	Illumina NovaSeq 6000 paired end sequencing	ERX7544214	SC	6183	WGS
ERR7978069	Illumina NovaSeq 6000 paired end sequencing	ERX7544216	SC	6183	WGS
ERR7978074	Illumina NovaSeq 6000 paired end sequencing	ERX7544221	SC	6183	WGS
ERR7978077	Illumina NovaSeq 6000 paired end sequencing	ERX7544224	SC	6183	WGS
ERR7978082	Illumina NovaSeq 6000 paired end sequencing	ERX7544229	SC	6183	WGS
ERR7978084	Illumina NovaSeq 6000 paired end sequencing	ERX7544231	SC	6183	WGS
ERR7978085	Illumina NovaSeq 6000 paired end sequencing	ERX7544232	SC	6183	WGS
ERR7978087	Illumina NovaSeq 6000 paired end sequencing	ERX7544234	SC	6183	WGS
ERR7978088	Illumina NovaSeq 6000 paired end sequencing	ERX7544235	SC	6183	WGS
ERR7978090	Illumina NovaSeq 6000 paired end sequencing	ERX7544237	SC	6183	WGS
ERR7978091	Illumina NovaSeq 6000 paired end sequencing	ERX7544238	SC	6183	WGS
ERR7978093	Illumina NovaSeq 6000 paired end sequencing	ERX7544240	SC	6183	WGS
ERR7978095	Illumina NovaSeq 6000 paired end sequencing	ERX7544242	SC	6183	WGS
ERR7978097	Illumina NovaSeq 6000 paired end sequencing	ERX7544244	SC	6183	WGS
ERR7978098	Illumina NovaSeq 6000 paired end sequencing	ERX7544245	SC	6183	WGS
ERR7978102	Illumina NovaSeq 6000 paired end sequencing	ERX7544249	SC	6183	WGS
ERR7978104	Illumina NovaSeq 6000 paired end sequencing	ERX7544251	SC	6183	WGS
ERR7978106	Illumina NovaSeq 6000 paired end sequencing	ERX7544253	SC	6183	WGS
ERR7978107	Illumina NovaSeq 6000 paired end sequencing	ERX7544254	SC	6183	WGS
ERR7978108	Illumina NovaSeq 6000 paired end sequencing	ERX7544255	SC	6183	WGS
ERR7978109	Illumina NovaSeq 6000 paired end sequencing	ERX7544256	SC	6183	WGS
ERR7978110	Illumina NovaSeq 6000 paired end sequencing	ERX7544257	SC	6183	WGS
ERR7978111	Illumina NovaSeq 6000 paired end sequencing	ERX7544258	SC	6183	WGS
ERR7978112	Illumina NovaSeq 6000 paired end sequencing	ERX7544259	SC	6183	WGS
ERR7978118	Illumina NovaSeq 6000 paired end sequencing	ERX7544265	SC	6183	WGS
ERR7978119	Illumina NovaSeq 6000 paired end sequencing	ERX7544266	SC	6183	WGS
ERR7978120	Illumina NovaSeq 6000 paired end sequencing	ERX7544267	SC	6183	WGS
ERR7978121	Illumina NovaSeq 6000 paired end sequencing	ERX7544268	SC	6183	WGS
ERR7978124	Illumina NovaSeq 6000 paired end sequencing	ERX7544271	SC	6183	WGS
ERR7978127	Illumina NovaSeq 6000 paired end sequencing	ERX7544274	SC	6183	WGS
ERR7978128	Illumina NovaSeq 6000 paired end sequencing	ERX7544275	SC	6183	WGS
ERR7978137	Illumina NovaSeq 6000 paired end sequencing	ERX7544284	SC	6183	WGS
ERR7978139	Illumina NovaSeq 6000 paired end sequencing	ERX7544286	SC	6183	WGS
ERR7978145	Illumina NovaSeq 6000 paired end sequencing	ERX7544292	SC	6183	WGS
ERR7978146	Illumina NovaSeq 6000 paired end sequencing	ERX7544293	SC	6183	WGS
ERR7978147	Illumina NovaSeq 6000 paired end sequencing	ERX7544294	SC	6183	WGS
ERR7978149	Illumina NovaSeq 6000 paired end sequencing	ERX7544296	SC	6183	WGS
ERR7978150	Illumina NovaSeq 6000 paired end sequencing	ERX7544297	SC	6183	WGS
ERR7978152	Illumina NovaSeq 6000 paired end sequencing	ERX7544299	SC	6183	WGS
ERR7978154	Illumina NovaSeq 6000 paired end sequencing	ERX7544301	SC	6183	WGS
ERR7978155	Illumina NovaSeq 6000 paired end sequencing	ERX7544302	SC	6183	WGS
ERR7978158	Illumina NovaSeq 6000 paired end sequencing	ERX7544305	SC	6183	WGS
ERR7978160	Illumina NovaSeq 6000 paired end sequencing	ERX7544307	SC	6183	WGS
ERR7978161	Illumina NovaSeq 6000 paired end sequencing	ERX7544308	SC	6183	WGS
ERR7978162	Illumina NovaSeq 6000 paired end sequencing	ERX7544309	SC	6183	WGS
ERR7978165	Illumina NovaSeq 6000 paired end sequencing	ERX7544312	SC	6183	WGS
ERR7978166	Illumina NovaSeq 6000 paired end sequencing	ERX7544313	SC	6183	WGS
ERR7978169	Illumina NovaSeq 6000 paired end sequencing	ERX7544316	SC	6183	WGS
ERR7978171	Illumina NovaSeq 6000 paired end sequencing	ERX7544318	SC	6183	WGS
ERR7978174	Illumina NovaSeq 6000 paired end sequencing	ERX7544321	SC	6183	WGS
ERR7978175	Illumina NovaSeq 6000 paired end sequencing	ERX7544322	SC	6183	WGS
ERR7978176	Illumina NovaSeq 6000 paired end sequencing	ERX7544323	SC	6183	WGS
ERR7978178	Illumina NovaSeq 6000 paired end sequencing	ERX7544325	SC	6183	WGS
ERR7978179	Illumina NovaSeq 6000 paired end sequencing	ERX7544326	SC	6183	WGS
ERR7978181	Illumina NovaSeq 6000 paired end sequencing	ERX7544328	SC	6183	WGS
ERR7978183	Illumina NovaSeq 6000 paired end sequencing	ERX7544330	SC	6183	WGS
ERR7978185	Illumina NovaSeq 6000 paired end sequencing	ERX7544332	SC	6183	WGS
ERR7978190	Illumina NovaSeq 6000 paired end sequencing	ERX7544337	SC	6183	WGS
ERR7978193	Illumina NovaSeq 6000 paired end sequencing	ERX7544340	SC	6183	WGS
ERR7978195	Illumina NovaSeq 6000 paired end sequencing	ERX7544342	SC	6183	WGS
ERR7978198	Illumina NovaSeq 6000 paired end sequencing	ERX7544345	SC	6183	WGS
ERR7978199	Illumina NovaSeq 6000 paired end sequencing	ERX7544346	SC	6183	WGS
ERR7978202	Illumina NovaSeq 6000 paired end sequencing	ERX7544349	SC	6183	WGS
ERR6798112	Illumina MiSeq paired end sequencing	ERX6421787	SC	6183	WGS
ERR7978203	Illumina NovaSeq 6000 paired end sequencing	ERX7544350	SC	6183	WGS
ERR6798115	Illumina MiSeq paired end sequencing	ERX6421790	SC	6183	WGS
ERR6798117	Illumina MiSeq paired end sequencing	ERX6421792	SC	6183	WGS
ERR7978205	Illumina NovaSeq 6000 paired end sequencing	ERX7544352	SC	6183	WGS
ERR6798118	Illumina MiSeq paired end sequencing	ERX6421793	SC	6183	WGS
ERR7978206	Illumina NovaSeq 6000 paired end sequencing	ERX7544353	SC	6183	WGS
ERR6798119	Illumina MiSeq paired end sequencing	ERX6421794	SC	6183	WGS
ERR7978207	Illumina NovaSeq 6000 paired end sequencing	ERX7544354	SC	6183	WGS
ERR6798121	Illumina MiSeq paired end sequencing	ERX6421796	SC	6183	WGS
ERR7978208	Illumina NovaSeq 6000 paired end sequencing	ERX7544355	SC	6183	WGS
ERR6798122	Illumina MiSeq paired end sequencing	ERX6421797	SC	6183	WGS
ERR7978209	Illumina NovaSeq 6000 paired end sequencing	ERX7544356	SC	6183	WGS
ERR6798124	Illumina MiSeq paired end sequencing	ERX6421799	SC	6183	WGS
ERR7978210	Illumina NovaSeq 6000 paired end sequencing	ERX7544357	SC	6183	WGS
ERR6798125	Illumina MiSeq paired end sequencing	ERX6421800	SC	6183	WGS
ERR7978213	Illumina NovaSeq 6000 paired end sequencing	ERX7544360	SC	6183	WGS
ERR6798130	Illumina MiSeq paired end sequencing	ERX6421805	SC	6183	WGS
ERR7978215	Illumina NovaSeq 6000 paired end sequencing	ERX7544362	SC	6183	WGS
ERR6798131	Illumina MiSeq paired end sequencing	ERX6421806	SC	6183	WGS
ERR7978216	Illumina NovaSeq 6000 paired end sequencing	ERX7544363	SC	6183	WGS
ERR6798132	Illumina MiSeq paired end sequencing	ERX6421807	SC	6183	WGS
ERR6798135	Illumina MiSeq paired end sequencing	ERX6421810	SC	6183	WGS
SRR12780909	Illumina HiSeq 2500 sequencing; Genome of Schistosoma mansoni adults: F0 females (cross B  SmBRE2);Genome of Schistosoma mansoni adults: F0 females (cross B  SmBRE2)	SRX9250217	SUB8146048	6183	WGS
ERR6798140	Illumina MiSeq paired end sequencing	ERX6421815	SC	6183	WGS
ERR6798143	Illumina MiSeq paired end sequencing	ERX6421818	SC	6183	WGS
ERR6798145	Illumina MiSeq paired end sequencing	ERX6421820	SC	6183	WGS
SRR12780926	Genome of Schistosoma mansoni adults: F0 females (cross A  SmLE19);Illumina HiSeq 2500 sequencing; Genome of Schistosoma mansoni adults: F0 females (cross A  SmLE19)	SRX9250200	SUB8146048	6183	WGS
ERR6798147	Illumina MiSeq paired end sequencing	ERX6421822	SC	6183	WGS
SRR13624155	Genome of Schistosoma mansoni: pool of sensitive males to praziquantel;HiSeq X Ten sequencing; Genome of Schistosoma mansoni: pool of sensitive males to praziquantel	SRX10017247	SUB9023758	6183	WGS
ERR6798148	Illumina MiSeq paired end sequencing	ERX6421823	SC	6183	WGS
SRR13624156	Genome of Schistosoma mansoni: pool of sensitive males to praziquantel;HiSeq X Ten sequencing; Genome of Schistosoma mansoni: pool of sensitive males to praziquantel	SRX10017246	SUB9023758	6183	WGS
ERR6798149	Illumina MiSeq paired end sequencing	ERX6421824	SC	6183	WGS
SRR13624157	HiSeq X Ten sequencing; Genome of Schistosoma mansoni: pool of resistant males to praziquantel;Genome of Schistosoma mansoni: pool of resistant males to praziquantel	SRX10017245	SUB9023758	6183	WGS
ERR6798153	Illumina MiSeq paired end sequencing	ERX6421828	SC	6183	WGS
ERR6798154	Illumina MiSeq paired end sequencing	ERX6421829	SC	6183	WGS
SRR13624158	HiSeq X Ten sequencing; Genome of Schistosoma mansoni: pool of resistant males to praziquantel;Genome of Schistosoma mansoni: pool of resistant males to praziquantel	SRX10017244	SUB9023758	6183	WGS
SRR13624159	HiSeq X Ten sequencing; Genome of Schistosoma mansoni: pool of resistant males to praziquantel;Genome of Schistosoma mansoni: pool of resistant males to praziquantel	SRX10017243	SUB9023758	6183	WGS
ERR6798155	Illumina MiSeq paired end sequencing	ERX6421830	SC	6183	WGS
SRR13624161	HiSeq X Ten sequencing; Genome of Schistosoma mansoni: pool of resistant males to praziquantel;Genome of Schistosoma mansoni: pool of resistant males to praziquantel	SRX10017241	SUB9023758	6183	WGS
ERR6798156	Illumina MiSeq paired end sequencing	ERX6421831	SC	6183	WGS
SRR13624163	Genome of Schistosoma mansoni: pool of sensitive males to praziquantel;HiSeq X Ten sequencing; Genome of Schistosoma mansoni: pool of sensitive males to praziquantel	SRX10017239	SUB9023758	6183	WGS
ERR6798159	Illumina MiSeq paired end sequencing	ERX6421834	SC	6183	WGS
SRR648402	Illumina HiSeq 2000 paired end sequencing; S. mansoni strain GH2 genomic DNA sequencing;S. mansoni strain GH2 genomic DNA sequencing	SRX212154	University of Perpignan	6183	WGS
ERR6798160	Illumina MiSeq paired end sequencing	ERX6421835	SC	6183	WGS
ERR6798165	Illumina MiSeq paired end sequencing	ERX6421840	SC	6183	WGS
ERR6798166	Illumina MiSeq paired end sequencing	ERX6421841	SC	6183	WGS
ERR6798169	Illumina MiSeq paired end sequencing	ERX6421844	SC	6183	WGS
ERR6798170	Illumina MiSeq paired end sequencing	ERX6421845	SC	6183	WGS
ERR6798174	Illumina MiSeq paired end sequencing	ERX6421849	SC	6183	WGS
ERR6798176	Illumina MiSeq paired end sequencing	ERX6421851	SC	6183	WGS
ERR6798177	Illumina MiSeq paired end sequencing	ERX6421852	SC	6183	WGS
ERR6798179	Illumina MiSeq paired end sequencing	ERX6421854	SC	6183	WGS
ERR6798182	Illumina MiSeq paired end sequencing	ERX6421857	SC	6183	WGS
ERR6798183	Illumina MiSeq paired end sequencing	ERX6421858	SC	6183	WGS
ERR6798184	Illumina MiSeq paired end sequencing	ERX6421859	SC	6183	WGS
ERR6798189	Illumina MiSeq paired end sequencing	ERX6421864	SC	6183	WGS
ERR6798190	Illumina MiSeq paired end sequencing	ERX6421865	SC	6183	WGS
ERR6798191	Illumina MiSeq paired end sequencing	ERX6421866	SC	6183	WGS
ERR6798192	Illumina MiSeq paired end sequencing	ERX6421867	SC	6183	WGS
ERR6798194	Illumina MiSeq paired end sequencing	ERX6421869	SC	6183	WGS
ERR6798196	Illumina MiSeq paired end sequencing	ERX6421871	SC	6183	WGS
ERR6798199	Illumina MiSeq paired end sequencing	ERX6421874	SC	6183	WGS
ERR6798200	Illumina MiSeq paired end sequencing	ERX6421875	SC	6183	WGS
ERR6798201	Illumina MiSeq paired end sequencing	ERX6421876	SC	6183	WGS
ERR6798202	Illumina MiSeq paired end sequencing	ERX6421877	SC	6183	WGS
ERR6798203	Illumina MiSeq paired end sequencing	ERX6421878	SC	6183	WGS
ERR6798204	Illumina MiSeq paired end sequencing	ERX6421879	SC	6183	WGS
ERR6798205	Illumina MiSeq paired end sequencing	ERX6421880	SC	6183	WGS
ERR6798206	Illumina MiSeq paired end sequencing	ERX6421881	SC	6183	WGS
ERR6798208	Illumina MiSeq paired end sequencing	ERX6421883	SC	6183	WGS
ERR6798210	Illumina MiSeq paired end sequencing	ERX6421885	SC	6183	WGS
ERR6798211	Illumina MiSeq paired end sequencing	ERX6421886	SC	6183	WGS
ERR6798213	Illumina MiSeq paired end sequencing	ERX6421888	SC	6183	WGS
ERR6798214	Illumina MiSeq paired end sequencing	ERX6421889	SC	6183	WGS
ERR6798215	Illumina MiSeq paired end sequencing	ERX6421890	SC	6183	WGS
ERR6798216	Illumina MiSeq paired end sequencing	ERX6421891	SC	6183	WGS
ERR6798217	Illumina MiSeq paired end sequencing	ERX6421892	SC	6183	WGS
ERR6798219	Illumina MiSeq paired end sequencing	ERX6421894	SC	6183	WGS
ERR6798225	Illumina MiSeq paired end sequencing	ERX6421900	SC	6183	WGS
ERR6798226	Illumina MiSeq paired end sequencing	ERX6421901	SC	6183	WGS
ERR6798235	Illumina MiSeq paired end sequencing	ERX6421910	SC	6183	WGS
ERR6798236	Illumina MiSeq paired end sequencing	ERX6421911	SC	6183	WGS
ERR6798240	Illumina MiSeq paired end sequencing	ERX6421915	SC	6183	WGS
ERR6798242	Illumina MiSeq paired end sequencing	ERX6421917	SC	6183	WGS
ERR6798243	Illumina MiSeq paired end sequencing	ERX6421918	SC	6183	WGS
ERR6798244	Illumina MiSeq paired end sequencing	ERX6421919	SC	6183	WGS
ERR6798247	Illumina MiSeq paired end sequencing	ERX6421922	SC	6183	WGS
ERR6798249	Illumina MiSeq paired end sequencing	ERX6421924	SC	6183	WGS
ERR6798251	Illumina MiSeq paired end sequencing	ERX6421926	SC	6183	WGS
ERR6798252	Illumina MiSeq paired end sequencing	ERX6421927	SC	6183	WGS
ERR6798253	Illumina MiSeq paired end sequencing	ERX6421928	SC	6183	WGS
ERR6798256	Illumina MiSeq paired end sequencing	ERX6421931	SC	6183	WGS
ERR6798261	Illumina MiSeq paired end sequencing	ERX6421936	SC	6183	WGS
ERR6798264	Illumina MiSeq paired end sequencing	ERX6421939	SC	6183	WGS
ERR6798265	Illumina MiSeq paired end sequencing	ERX6421940	SC	6183	WGS
ERR6798268	Illumina MiSeq paired end sequencing	ERX6421943	SC	6183	WGS
ERR6798269	Illumina MiSeq paired end sequencing	ERX6421944	SC	6183	WGS
ERR6798270	Illumina MiSeq paired end sequencing	ERX6421945	SC	6183	WGS
ERR6798271	Illumina MiSeq paired end sequencing	ERX6421946	SC	6183	WGS
ERR6798272	Illumina MiSeq paired end sequencing	ERX6421947	SC	6183	WGS
ERR6798276	Illumina MiSeq paired end sequencing	ERX6421951	SC	6183	WGS
ERR6798277	Illumina MiSeq paired end sequencing	ERX6421952	SC	6183	WGS
ERR6798279	Illumina MiSeq paired end sequencing	ERX6421954	SC	6183	WGS
ERR6798281	Illumina MiSeq paired end sequencing	ERX6421956	SC	6183	WGS
ERR6798282	Illumina MiSeq paired end sequencing	ERX6421957	SC	6183	WGS
ERR6798284	Illumina MiSeq paired end sequencing	ERX6421959	SC	6183	WGS
ERR6798286	Illumina MiSeq paired end sequencing	ERX6421961	SC	6183	WGS
ERR6798287	Illumina MiSeq paired end sequencing	ERX6421962	SC	6183	WGS
ERR6798289	Illumina MiSeq paired end sequencing	ERX6421964	SC	6183	WGS
ERR6798290	Illumina MiSeq paired end sequencing	ERX6421965	SC	6183	WGS
ERR6798292	Illumina MiSeq paired end sequencing	ERX6421967	SC	6183	WGS
ERR6798294	Illumina MiSeq paired end sequencing	ERX6421969	SC	6183	WGS
ERR6798297	Illumina MiSeq paired end sequencing	ERX6421972	SC	6183	WGS
ERR6798298	Illumina MiSeq paired end sequencing	ERX6421973	SC	6183	WGS
ERR6798299	Illumina MiSeq paired end sequencing	ERX6421974	SC	6183	WGS
ERR6798302	Illumina MiSeq paired end sequencing	ERX6421977	SC	6183	WGS
ERR6798303	Illumina MiSeq paired end sequencing	ERX6421978	SC	6183	WGS
ERR6798306	Illumina MiSeq paired end sequencing	ERX6421981	SC	6183	WGS
ERR6798308	Illumina MiSeq paired end sequencing	ERX6421983	SC	6183	WGS
ERR6798309	Illumina MiSeq paired end sequencing	ERX6421984	SC	6183	WGS
ERR6798311	Illumina MiSeq paired end sequencing	ERX6421986	SC	6183	WGS
ERR6798312	Illumina MiSeq paired end sequencing	ERX6421987	SC	6183	WGS
ERR6798313	Illumina MiSeq paired end sequencing	ERX6421988	SC	6183	WGS
ERR6798319	Illumina MiSeq paired end sequencing	ERX6421994	SC	6183	WGS
ERR6798324	Illumina MiSeq paired end sequencing	ERX6421999	SC	6183	WGS
ERR6798325	Illumina MiSeq paired end sequencing	ERX6422000	SC	6183	WGS
ERR6798328	Illumina MiSeq paired end sequencing	ERX6422003	SC	6183	WGS
ERR6798329	Illumina MiSeq paired end sequencing	ERX6422004	SC	6183	WGS
ERR6798330	Illumina MiSeq paired end sequencing	ERX6422005	SC	6183	WGS
ERR6798331	Illumina MiSeq paired end sequencing	ERX6422006	SC	6183	WGS
ERR6798334	Illumina MiSeq paired end sequencing	ERX6422009	SC	6183	WGS
ERR6798340	Illumina MiSeq paired end sequencing	ERX6422015	SC	6183	WGS
ERR6798341	Illumina MiSeq paired end sequencing	ERX6422016	SC	6183	WGS
ERR6798342	Illumina MiSeq paired end sequencing	ERX6422017	SC	6183	WGS
ERR6798344	Illumina MiSeq paired end sequencing	ERX6422019	SC	6183	WGS
ERR6798346	Illumina MiSeq paired end sequencing	ERX6422021	SC	6183	WGS
ERR6798347	Illumina MiSeq paired end sequencing	ERX6422022	SC	6183	WGS
ERR6798353	Illumina MiSeq paired end sequencing	ERX6422028	SC	6183	WGS
ERR6798360	Illumina MiSeq paired end sequencing	ERX6422035	SC	6183	WGS
ERR6798364	Illumina MiSeq paired end sequencing	ERX6422039	SC	6183	WGS
ERR6798367	Illumina MiSeq paired end sequencing	ERX6422042	SC	6183	WGS
ERR6798368	Illumina MiSeq paired end sequencing	ERX6422043	SC	6183	WGS
ERR6798369	Illumina MiSeq paired end sequencing	ERX6422044	SC	6183	WGS
ERR6798373	Illumina NovaSeq 6000 paired end sequencing	ERX6422048	SC	6183	WGS
ERR6798374	Illumina NovaSeq 6000 paired end sequencing	ERX6422049	SC	6183	WGS
ERR6798377	Illumina NovaSeq 6000 paired end sequencing	ERX6422052	SC	6183	WGS
ERR6798381	Illumina NovaSeq 6000 paired end sequencing	ERX6422056	SC	6183	WGS
ERR6798382	Illumina NovaSeq 6000 paired end sequencing	ERX6422057	SC	6183	WGS
ERR6798383	Illumina NovaSeq 6000 paired end sequencing	ERX6422058	SC	6183	WGS
ERR6798386	Illumina NovaSeq 6000 paired end sequencing	ERX6422061	SC	6183	WGS
ERR6798388	Illumina NovaSeq 6000 paired end sequencing	ERX6422063	SC	6183	WGS
ERR6798389	Illumina NovaSeq 6000 paired end sequencing	ERX6422064	SC	6183	WGS
ERR6798392	Illumina NovaSeq 6000 paired end sequencing	ERX6422067	SC	6183	WGS
ERR6798394	Illumina NovaSeq 6000 paired end sequencing	ERX6422069	SC	6183	WGS
ERR6798395	Illumina NovaSeq 6000 paired end sequencing	ERX6422070	SC	6183	WGS
ERR6798397	Illumina NovaSeq 6000 paired end sequencing	ERX6422072	SC	6183	WGS
ERR6798400	Illumina NovaSeq 6000 paired end sequencing	ERX6422075	SC	6183	WGS
ERR6798402	Illumina NovaSeq 6000 paired end sequencing	ERX6422077	SC	6183	WGS
ERR6798403	Illumina NovaSeq 6000 paired end sequencing	ERX6422078	SC	6183	WGS
ERR6798408	Illumina NovaSeq 6000 paired end sequencing	ERX6422083	SC	6183	WGS
ERR6798409	Illumina NovaSeq 6000 paired end sequencing	ERX6422084	SC	6183	WGS
ERR6798410	Illumina NovaSeq 6000 paired end sequencing	ERX6422085	SC	6183	WGS
ERR6798411	Illumina NovaSeq 6000 paired end sequencing	ERX6422086	SC	6183	WGS
ERR6798412	Illumina NovaSeq 6000 paired end sequencing	ERX6422087	SC	6183	WGS
ERR6798413	Illumina NovaSeq 6000 paired end sequencing	ERX6422088	SC	6183	WGS
ERR6798414	Illumina NovaSeq 6000 paired end sequencing	ERX6422089	SC	6183	WGS
ERR6798416	Illumina NovaSeq 6000 paired end sequencing	ERX6422091	SC	6183	WGS
ERR6798417	Illumina NovaSeq 6000 paired end sequencing	ERX6422092	SC	6183	WGS
ERR6798419	Illumina NovaSeq 6000 paired end sequencing	ERX6422094	SC	6183	WGS
ERR6798420	Illumina NovaSeq 6000 paired end sequencing	ERX6422095	SC	6183	WGS
ERR6798421	Illumina NovaSeq 6000 paired end sequencing	ERX6422096	SC	6183	WGS
ERR6798425	Illumina NovaSeq 6000 paired end sequencing	ERX6422100	SC	6183	WGS
ERR6798427	Illumina NovaSeq 6000 paired end sequencing	ERX6422102	SC	6183	WGS
ERR6798428	Illumina NovaSeq 6000 paired end sequencing	ERX6422103	SC	6183	WGS
ERR6798430	Illumina NovaSeq 6000 paired end sequencing	ERX6422105	SC	6183	WGS
ERR6798435	Illumina NovaSeq 6000 paired end sequencing	ERX6422110	SC	6183	WGS
ERR6798436	Illumina NovaSeq 6000 paired end sequencing	ERX6422111	SC	6183	WGS
ERR6798437	Illumina NovaSeq 6000 paired end sequencing	ERX6422112	SC	6183	WGS
ERR6798443	Illumina NovaSeq 6000 paired end sequencing	ERX6422118	SC	6183	WGS
ERR6798445	Illumina NovaSeq 6000 paired end sequencing	ERX6422120	SC	6183	WGS
ERR6798446	Illumina NovaSeq 6000 paired end sequencing	ERX6422121	SC	6183	WGS
ERR6798452	Illumina NovaSeq 6000 paired end sequencing	ERX6422127	SC	6183	WGS
ERR6798455	Illumina NovaSeq 6000 paired end sequencing	ERX6422130	SC	6183	WGS
ERR6798460	Illumina NovaSeq 6000 paired end sequencing	ERX6422135	SC	6183	WGS
ERR6798466	Illumina NovaSeq 6000 paired end sequencing	ERX6422141	SC	6183	WGS
ERR6798467	Illumina NovaSeq 6000 paired end sequencing	ERX6422142	SC	6183	WGS
ERR6798468	Illumina NovaSeq 6000 paired end sequencing	ERX6422143	SC	6183	WGS
ERR6798469	Illumina NovaSeq 6000 paired end sequencing	ERX6422144	SC	6183	WGS
ERR6798470	Illumina NovaSeq 6000 paired end sequencing	ERX6422145	SC	6183	WGS
ERR6798471	Illumina NovaSeq 6000 paired end sequencing	ERX6422146	SC	6183	WGS
ERR6798472	Illumina NovaSeq 6000 paired end sequencing	ERX6422147	SC	6183	WGS
ERR6798473	Illumina NovaSeq 6000 paired end sequencing	ERX6422148	SC	6183	WGS
ERR6798475	Illumina NovaSeq 6000 paired end sequencing	ERX6422150	SC	6183	WGS
ERR6798478	Illumina NovaSeq 6000 paired end sequencing	ERX6422153	SC	6183	WGS
ERR6798481	Illumina NovaSeq 6000 paired end sequencing	ERX6422156	SC	6183	WGS
ERR6798490	Illumina NovaSeq 6000 paired end sequencing	ERX6422165	SC	6183	WGS
ERR6798493	Illumina NovaSeq 6000 paired end sequencing	ERX6422168	SC	6183	WGS
ERR6798495	Illumina NovaSeq 6000 paired end sequencing	ERX6422170	SC	6183	WGS
ERR6798496	Illumina NovaSeq 6000 paired end sequencing	ERX6422171	SC	6183	WGS
ERR6798497	Illumina NovaSeq 6000 paired end sequencing	ERX6422172	SC	6183	WGS
ERR6798500	Illumina NovaSeq 6000 paired end sequencing	ERX6422175	SC	6183	WGS
ERR6798501	Illumina NovaSeq 6000 paired end sequencing	ERX6422176	SC	6183	WGS
ERR6798502	Illumina NovaSeq 6000 paired end sequencing	ERX6422177	SC	6183	WGS
ERR6798504	Illumina NovaSeq 6000 paired end sequencing	ERX6422179	SC	6183	WGS
ERR6798510	Illumina NovaSeq 6000 paired end sequencing	ERX6422185	SC	6183	WGS
ERR6798512	Illumina NovaSeq 6000 paired end sequencing	ERX6422187	SC	6183	WGS
ERR6798513	Illumina NovaSeq 6000 paired end sequencing	ERX6422188	SC	6183	WGS
ERR6798514	Illumina NovaSeq 6000 paired end sequencing	ERX6422189	SC	6183	WGS
ERR6798518	Illumina NovaSeq 6000 paired end sequencing	ERX6422193	SC	6183	WGS
ERR6798519	Illumina NovaSeq 6000 paired end sequencing	ERX6422194	SC	6183	WGS
ERR6798521	Illumina NovaSeq 6000 paired end sequencing	ERX6422196	SC	6183	WGS
ERR6798525	Illumina NovaSeq 6000 paired end sequencing	ERX6422200	SC	6183	WGS
ERR6798526	Illumina NovaSeq 6000 paired end sequencing	ERX6422201	SC	6183	WGS
ERR6798527	Illumina NovaSeq 6000 paired end sequencing	ERX6422202	SC	6183	WGS
ERR6798528	Illumina NovaSeq 6000 paired end sequencing	ERX6422203	SC	6183	WGS
ERR6798532	Illumina NovaSeq 6000 paired end sequencing	ERX6422207	SC	6183	WGS
ERR6798533	Illumina NovaSeq 6000 paired end sequencing	ERX6422208	SC	6183	WGS
ERR6798534	Illumina NovaSeq 6000 paired end sequencing	ERX6422209	SC	6183	WGS
ERR6798535	Illumina NovaSeq 6000 paired end sequencing	ERX6422210	SC	6183	WGS
